cell_label	Estimated_class	Prob	Best_class	Actual_class	Actual==Best_class	top5_genes	top5_gene_counts	closest_cell_labels	closest_cell_classes	dist
26	['045 OB-STR-CTX Inh IMN']	[1.0]	045 OB-STR-CTX Inh IMN	336 Monocytes NN	False	['Gad2', 'Gad1', 'Slc6a1', 'Bcl11b', 'Rab3c']	[9.59, 9.09, 6.78, 5.099, 14.3]	[27, 25, 33, 19, 20, 34]	['030 L6 CT CTX Glut', '052 Pvalb Gaba', '338 Lymphoid NN', '329 ABC NN', '050 Lamp5 Lhx6 Gaba', '017 CA3 Glut']	[36.5, 36.67, 40.71, 43.27, 50.91, 50.95]
33	['051 Pvalb chandelier Gaba']	[1.0]	051 Pvalb chandelier Gaba	338 Lymphoid NN	False	['Thsd7a', 'Slc6a1', 'Slc32a1', 'Tspan2', 'Kit']	[13.1, 16.27, 7.94, 5.969, 6.32]	[32, 34, 26, 27, 25, 35]	['051 Pvalb chandelier Gaba', '017 CA3 Glut', '336 Monocytes NN', '030 L6 CT CTX Glut', '052 Pvalb Gaba', '016 CA1-ProS Glut']	[37.11, 39.81, 40.71, 56.72, 57.17, 72.06]
25	['017 CA3 Glut', '016 CA1-ProS Glut']	[0.943, 0.057]	017 CA3 Glut	025 CA2-FC-IG Glut	False	['Nos1', 'Col25a1', 'Slc6a1', 'C1ql3', 'Cpne5']	[10.8, 19.149, 13.01, 5.949, 4.21]	[24, 26, 32, 18, 33, 17]	['051 Pvalb chandelier Gaba', '056 Sst Chodl Gaba', '319 Astro-TE NN', '016 CA1-ProS Glut', '007 L2/3 IT CTX Glut', '022 L5 ET CTX Glut']	[36.0, 36.01, 36.35, 39.81, 50.92, 51.16]
32	['326 OPC NN']	[1.0]	326 OPC NN	319 Astro-TE NN	False	['Tafa1', 'Pcp4', 'Foxp2', 'Gad1', 'C1ql3']	[21.959, 17.809, 5.909, 5.409, 3.4]	[31, 25, 33, 38, 24, 26]	['329 ABC NN', '025 CA2-FC-IG Glut', '007 L2/3 IT CTX Glut', '017 CA3 Glut', '051 Pvalb chandelier Gaba', '056 Sst Chodl Gaba']	[36.0, 36.35, 36.5, 50.95, 51.16, 51.26]
37	['327 Oligo NN']	[1.0]	327 Oligo NN	331 Peri NN	False	['Plp1', 'Enpp2', 'Ptgds', 'Car2', 'Nnat']	[154.41, 4.179, 4.53, 3.809, 7.0]	[30, 36, 38, 31, 29, 23]	['327 Oligo NN', '006 L4/5 IT CTX Glut', '017 CA3 Glut', '329 ABC NN', '336 Monocytes NN', '036 HPF CR Glut']	[36.01, 36.22, 37.64, 52.54, 56.28, 73.98]
10	['053 Sst Gaba']	[1.0]	053 Sst Gaba	337 DC NN	False	['Grik1', 'Reln', 'Gad1', 'Sst', 'Pde1a']	[16.299, 11.289, 13.529, 8.939, 8.649]	[9, 17, 3, 11, 16, 2]	['053 Sst Gaba', '326 OPC NN', '007 L2/3 IT CTX Glut', '036 HPF CR Glut', '017 CA3 Glut', '038 DG-PIR Ex IMN']	[36.22, 38.28, 38.63, 43.27, 51.26, 52.09]
19	['022 L5 ET CTX Glut']	[1.0]	022 L5 ET CTX Glut	334 Microglia NN	False	['Tafa1', 'Nrgn', 'Cdh13', 'Sv2b', 'Tshz2']	[31.659, 52.49, 14.949, 13.22, 10.52]	[18, 26, 20, 12, 27, 25]	['032 L5 NP CTX Glut', '022 L5 ET CTX Glut', '029 L6b CTX Glut', '004 L6 IT CTX Glut', '052 Pvalb Gaba', '335 BAM NN']	[36.5, 36.67, 37.95, 38.28, 50.91, 51.7]
25	['016 CA1-ProS Glut']	[1.0]	016 CA1-ProS Glut	335 BAM NN	False	['Tafa1', 'Cnr1', 'Col25a1', 'Nrgn', 'Rab3c']	[49.169, 21.09, 12.43, 33.439, 15.13]	[24, 26, 18, 32, 17, 19]	['048 RHP-COA Ndnf Gaba', '022 L5 ET CTX Glut', '032 L5 NP CTX Glut', '025 CA2-FC-IG Glut', '326 OPC NN', '334 Microglia NN']	[36.01, 36.06, 36.12, 44.41, 51.26, 51.7]
28	['052 Pvalb Gaba']	[1.0]	052 Pvalb Gaba	336 Monocytes NN	False	['Nos1', 'Npy', 'Sst', 'Grik1', 'Slc6a1']	[37.159, 13.14, 9.71, 10.25, 9.17]	[27, 21, 35, 34, 20, 14]	['052 Pvalb Gaba', '056 Sst Chodl Gaba', '046 Vip Gaba', '045 OB-STR-CTX Inh IMN', '029 L6b CTX Glut', '047 Sncg Gaba']	[39.81, 45.61, 49.52, 50.92, 51.16, 72.34]
29	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	338 Lymphoid NN	False	['Pcp4', 'Sema5a', 'Pde1a', 'Nrgn', 'Synpr']	[11.449, 4.539, 4.4, 20.719, 3.259]	[30, 22, 36, 37, 23, 31]	['005 L5 IT CTX Glut', '030 L6 CT CTX Glut', '329 ABC NN', '049 Lamp5 Gaba', '037 DG Glut', '331 Peri NN']	[36.12, 36.67, 36.88, 50.92, 51.54, 72.44]
31	['046 Vip Gaba']	[1.0]	046 Vip Gaba	331 Peri NN	False	['Cnr1', 'Gad2', 'Pcp4', 'Cadps2', 'Npy']	[21.92, 17.86, 17.0, 11.72, 9.199]	[30, 24, 38, 32, 37, 25]	['005 L5 IT CTX Glut', '048 RHP-COA Ndnf Gaba', '332 SMC NN', '025 CA2-FC-IG Glut', '049 Lamp5 Gaba', '335 BAM NN']	[36.35, 37.64, 49.52, 50.91, 51.39, 51.88]
2	['017 CA3 Glut', '016 CA1-ProS Glut']	[0.861, 0.139]	017 CA3 Glut	333 Endo NN	False	['Tafa1', 'Cck', 'Slc17a7', 'Snca', 'Synpr']	[25.6, 25.959, 26.059, 18.17, 11.92]	[1, 3, 9, 10, 8, 16]	['047 Sncg Gaba', '017 CA3 Glut', '022 L5 ET CTX Glut', '016 CA1-ProS Glut', '045 OB-STR-CTX Inh IMN', '334 Microglia NN']	[36.01, 36.67, 38.28, 51.26, 52.8, 72.01]
4	['037 DG Glut']	[1.0]	037 DG Glut	331 Peri NN	False	['Slc17a7', 'Tafa1', 'Snca', 'Gda', 'Synpr']	[27.42, 11.109, 12.56, 7.57, 6.949]	[5, 11, 3, 10, 12, 2]	['046 Vip Gaba', '050 Lamp5 Lhx6 Gaba', '017 CA3 Glut', '016 CA1-ProS Glut', '031 CT SUB Glut', '333 Endo NN']	[36.67, 36.88, 37.11, 51.88, 56.28, 73.76]
8	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	045 OB-STR-CTX Inh IMN	False	['Col25a1', 'Cnr1', 'Nrgn', 'Snca', 'Sv2b']	[8.359, 11.02, 8.279, 6.119, 5.46]	[1, 15, 9, 16, 2, 10]	['047 Sncg Gaba', '029 L6b CTX Glut', '022 L5 ET CTX Glut', '334 Microglia NN', '333 Endo NN', '016 CA1-ProS Glut']	[39.0, 43.83, 45.0, 52.55, 52.8, 74.73]
12	['053 Sst Gaba', '056 Sst Chodl Gaba']	[0.992, 0.008]	053 Sst Gaba	031 CT SUB Glut	False	['Npy', 'Nxph1', 'Gad2', 'Gad1', 'Grik1']	[23.049, 20.52, 17.629, 17.09, 15.26]	[13, 19, 11, 5, 6, 20]	['056 Sst Chodl Gaba', '332 SMC NN', '050 Lamp5 Lhx6 Gaba', '046 Vip Gaba', '052 Pvalb Gaba', '319 Astro-TE NN']	[36.06, 36.5, 39.4, 39.81, 50.91, 51.16]
16	['006 L4/5 IT CTX Glut']	[1.0]	006 L4/5 IT CTX Glut	334 Microglia NN	False	['Tafa1', 'Pcp4', 'Pde1a', 'Nrgn', 'Meis2']	[25.809, 28.17, 16.549, 33.22, 10.789]	[23, 17, 15, 9, 10, 24]	['037 DG Glut', '007 L2/3 IT CTX Glut', '029 L6b CTX Glut', '022 L5 ET CTX Glut', '016 CA1-ProS Glut', '053 Sst Gaba']	[36.88, 37.64, 37.95, 38.63, 51.39, 52.09]
26	['005 L5 IT CTX Glut', '006 L4/5 IT CTX Glut']	[0.958, 0.042]	005 L5 IT CTX Glut	006 L4/5 IT CTX Glut	False	['Plp1', 'Sema5a', 'Bcl11b', 'Cnr1', 'Trp53i11']	[65.18, 6.44, 2.5, 12.569, 2.019]	[25, 19, 27, 33, 32, 18]	['327 Oligo NN', '332 SMC NN', '036 HPF CR Glut', '048 RHP-COA Ndnf Gaba', '336 Monocytes NN', '038 DG-PIR Ex IMN']	[36.22, 37.36, 43.27, 43.83, 51.0, 51.54]
31	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	338 Lymphoid NN	False	['Pde1a', 'Pcp4', 'Cplx2', 'Gad1', 'Cnr1']	[6.869, 8.159, 7.179, 5.969, 3.539]	[24, 38, 32, 30, 37, 23]	['053 Sst Gaba', '005 L5 IT CTX Glut', '336 Monocytes NN', '326 OPC NN', '337 DC NN', '037 DG Glut']	[36.06, 36.5, 39.0, 41.18, 50.92, 50.92]
32	['326 OPC NN', '036 HPF CR Glut', '327 Oligo NN']	[0.951, 0.045, 0.004]	326 OPC NN	336 Monocytes NN	False	['Plp1', 'Slc6a1', 'Cnr1', 'Grik1', 'Pcp4']	[87.65, 14.3, 13.25, 8.59, 5.789]	[25, 31, 33, 26, 24, 38]	['327 Oligo NN', '338 Lymphoid NN', '048 RHP-COA Ndnf Gaba', '006 L4/5 IT CTX Glut', '053 Sst Gaba', '005 L5 IT CTX Glut']	[36.67, 39.0, 42.19, 51.0, 53.67, 55.07]
6	['326 OPC NN']	[1.0]	326 OPC NN	319 Astro-TE NN	False	['Nxph1', 'Cdh13', 'Pde1a', 'Kcnip1', 'Pcp4']	[7.269, 9.31, 6.15, 3.88, 5.429]	[5, 7, 13, 14, 12, 20]	['056 Sst Chodl Gaba', '326 OPC NN', '037 DG Glut', '006 L4/5 IT CTX Glut', '051 Pvalb chandelier Gaba', '030 L6 CT CTX Glut']	[36.12, 37.36, 42.19, 51.0, 53.37, 76.9]
9	['016 CA1-ProS Glut']	[1.0]	016 CA1-ProS Glut	004 L6 IT CTX Glut	False	['Plp1', 'Zbtb20', 'Dcn', 'Kctd12', 'Kit']	[44.74, 15.319, 4.11, 3.66, 2.42]	[8, 16, 2, 10, 17, 15]	['331 Peri NN', '327 Oligo NN', '329 ABC NN', '038 DG-PIR Ex IMN', '016 CA1-ProS Glut', '046 Vip Gaba']	[36.5, 37.95, 38.28, 41.68, 51.0, 51.07]
12	['052 Pvalb Gaba']	[1.0]	052 Pvalb Gaba	051 Pvalb chandelier Gaba	False	['Cnr1', 'Sst', 'Ntng1', 'Npy', 'Nos1']	[22.29, 14.43, 6.96, 18.1, 9.069]	[11, 13, 19, 5, 18, 20]	['048 RHP-COA Ndnf Gaba', '037 DG Glut', '332 SMC NN', '056 Sst Chodl Gaba', '333 Endo NN', '030 L6 CT CTX Glut']	[36.5, 36.5, 37.36, 38.28, 51.7, 52.09]
18	['017 CA3 Glut']	[1.0]	017 CA3 Glut	333 Endo NN	False	['Cnr1', 'Tafa1', 'Rab3c', 'Cdh9', 'Rasgrf2']	[41.459, 19.959, 11.77, 7.159, 8.67]	[11, 17, 19, 25, 24, 12]	['048 RHP-COA Ndnf Gaba', '016 CA1-ProS Glut', '332 SMC NN', '053 Sst Gaba', '330 VLMC NN', '051 Pvalb chandelier Gaba']	[36.12, 36.88, 40.71, 40.71, 51.0, 51.7]
21	['006 L4/5 IT CTX Glut', '007 L2/3 IT CTX Glut']	[0.948, 0.052]	006 L4/5 IT CTX Glut	007 L2/3 IT CTX Glut	False	['Pcp4', 'Crym', 'Foxp2', 'Calb1', 'Kcnk2']	[26.36, 5.079, 5.67, 1.519, 3.869]	[14, 28, 20, 27, 13, 19]	['006 L4/5 IT CTX Glut', '025 CA2-FC-IG Glut', '030 L6 CT CTX Glut', '337 DC NN', '037 DG Glut', '332 SMC NN']	[36.35, 38.63, 40.71, 52.09, 52.8, 72.03]
27	['006 L4/5 IT CTX Glut']	[1.0]	006 L4/5 IT CTX Glut	337 DC NN	False	['Pcp4', 'Pde1a', 'Tafa1', 'Neurod6', 'Slc17a7']	[30.93, 15.689, 14.479, 10.149, 14.079]	[28, 26, 20, 34, 33, 21]	['025 CA2-FC-IG Glut', '334 Microglia NN', '030 L6 CT CTX Glut', '032 L5 NP CTX Glut', '029 L6b CTX Glut', '007 L2/3 IT CTX Glut']	[36.12, 36.67, 36.88, 37.95, 51.07, 52.09]
30	['049 Lamp5 Gaba', '046 Vip Gaba', '051 Pvalb chandelier Gaba']	[0.881, 0.118, 0.001]	049 Lamp5 Gaba	336 Monocytes NN	False	['Slc6a1', 'Gad2', 'Id2', 'Gad1', 'Synpr']	[25.52, 14.039, 10.649, 8.0, 6.42]	[37, 31, 23, 29, 38, 24]	['049 Lamp5 Gaba', '050 Lamp5 Lhx6 Gaba', '052 Pvalb Gaba', '031 CT SUB Glut', '017 CA3 Glut', '330 VLMC NN']	[37.64, 38.28, 46.23, 47.51, 50.92, 51.0]
11	['046 Vip Gaba']	[1.0]	046 Vip Gaba	335 BAM NN	False	['Cnr1', 'Slc6a1', 'Cck', 'Cadps2', 'Grik1']	[23.45, 25.34, 28.43, 11.109, 12.6]	[12, 18, 4, 10, 19, 3]	['047 Sncg Gaba', '050 Lamp5 Lhx6 Gaba', '319 Astro-TE NN', '005 L5 IT CTX Glut', '036 HPF CR Glut', '046 Vip Gaba']	[36.67, 36.88, 41.18, 43.27, 51.16, 51.26]
19	['046 Vip Gaba', '048 RHP-COA Ndnf Gaba']	[0.986, 0.014]	046 Vip Gaba	036 HPF CR Glut	False	['Synpr', 'Cnr1', 'Gad2', 'Cck', 'Cadps2']	[19.149, 34.819, 13.27, 25.479, 9.92]	[20, 12, 18, 26, 11, 13]	['329 ABC NN', '047 Sncg Gaba', '050 Lamp5 Lhx6 Gaba', '053 Sst Gaba', '335 BAM NN', '017 CA3 Glut']	[36.12, 37.95, 38.28, 39.4, 51.16, 51.7]
22	['038 DG-PIR Ex IMN', '045 OB-STR-CTX Inh IMN']	[0.995, 0.004]	038 DG-PIR Ex IMN	338 Lymphoid NN	False	['Tafa1', 'Rab3c', 'Col25a1', 'Gda', 'Pde1a']	[8.67, 5.86, 3.95, 4.32, 3.599]	[23, 29, 15, 30, 16, 8]	['332 SMC NN', '052 Pvalb Gaba', '006 L4/5 IT CTX Glut', '022 L5 ET CTX Glut', '056 Sst Chodl Gaba', '030 L6 CT CTX Glut']	[37.11, 37.95, 44.41, 51.39, 51.39, 72.0]
36	['336 Monocytes NN', '337 DC NN']	[0.54, 0.46]	336 Monocytes NN	337 DC NN	False	['Zbtb20', 'Rgs10', 'Qk', 'Pltp', 'Trf']	[0.05, 0.0, 0.039, 0.0, 0.349]	[37, 29, 30, 22, 38, 23]	['045 OB-STR-CTX Inh IMN', '052 Pvalb Gaba', '022 L5 ET CTX Glut', '338 Lymphoid NN', '038 DG-PIR Ex IMN', '332 SMC NN']	[37.95, 39.0, 51.88, 72.06, 76.22, 81.39]
11	['022 L5 ET CTX Glut']	[1.0]	022 L5 ET CTX Glut	036 HPF CR Glut	False	['Cadps2', 'Enc1', 'Hs3st2', 'Sv2b', 'Nrgn']	[16.069, 13.01, 5.989, 13.97, 19.36]	[4, 18, 12, 10, 3, 5]	['005 L5 IT CTX Glut', '022 L5 ET CTX Glut', '029 L6b CTX Glut', '337 DC NN', '326 OPC NN', '025 CA2-FC-IG Glut']	[36.22, 36.22, 36.35, 45.0, 50.91, 52.55]
16	['037 DG Glut']	[1.0]	037 DG Glut	336 Monocytes NN	False	['Tafa1', 'Enc1', 'Nrgn', 'Slc17a7', 'Prkca']	[14.479, 12.699, 36.13, 16.229, 12.409]	[17, 15, 23, 9, 24, 10]	['046 Vip Gaba', '017 CA3 Glut', '031 CT SUB Glut', '004 L6 IT CTX Glut', '016 CA1-ProS Glut', '337 DC NN']	[36.12, 36.67, 36.67, 37.11, 50.95, 51.26]
20	['326 OPC NN']	[1.0]	326 OPC NN	319 Astro-TE NN	False	['Nxph1', 'Grik1', 'Tshz2', 'Gad1', 'Cdh13']	[11.1, 12.739, 16.54, 10.699, 6.579]	[21, 27, 19, 13, 28, 14]	['332 SMC NN', '050 Lamp5 Lhx6 Gaba', '334 Microglia NN', '032 L5 NP CTX Glut', '056 Sst Chodl Gaba', '329 ABC NN']	[36.22, 36.5, 37.36, 39.81, 51.26, 52.31]
25	['031 CT SUB Glut', '037 DG Glut', '030 L6 CT CTX Glut']	[0.738, 0.261, 0.001]	031 CT SUB Glut	338 Lymphoid NN	False	['Sv2b', 'Cadps2', 'Enc1', 'Slc17a7', 'Nrgn']	[14.5, 8.34, 10.96, 12.989, 22.389]	[26, 18, 32, 24, 33, 31]	['331 Peri NN', '022 L5 ET CTX Glut', '038 DG-PIR Ex IMN', '016 CA1-ProS Glut', '037 DG Glut', '030 L6 CT CTX Glut']	[36.12, 36.22, 37.36, 40.71, 50.95, 51.26]
26	['036 HPF CR Glut']	[0.999]	036 HPF CR Glut	331 Peri NN	False	['Grin3a', 'Kcnd3', 'Reln', 'Id2', 'Pcp4']	[8.899, 4.94, 5.619, 4.829, 5.63]	[33, 25, 19, 27, 18, 32]	['037 DG Glut', '338 Lymphoid NN', '334 Microglia NN', '050 Lamp5 Lhx6 Gaba', '022 L5 ET CTX Glut', '038 DG-PIR Ex IMN']	[36.01, 36.12, 37.36, 38.63, 51.39, 51.39]
31	['004 L6 IT CTX Glut']	[1.0]	004 L6 IT CTX Glut	030 L6 CT CTX Glut	False	['Cnr1', 'Tafa1', 'Calb1', 'Rgs12', 'Prkca']	[30.239, 10.079, 4.44, 4.139, 15.0]	[32, 30, 24, 38, 25, 37]	['038 DG-PIR Ex IMN', '047 Sncg Gaba', '016 CA1-ProS Glut', '006 L4/5 IT CTX Glut', '338 Lymphoid NN', '052 Pvalb Gaba']	[36.22, 36.5, 38.28, 40.25, 51.26, 51.39]
3	['032 L5 NP CTX Glut']	[1.0]	032 L5 NP CTX Glut	331 Peri NN	False	['Nxph1', 'Grik1', 'Pcp4', 'Cdh13', 'Kcnip1']	[26.889, 9.21, 10.109, 6.059, 4.139]	[10, 4, 2, 9, 11, 1]	['052 Pvalb Gaba', '005 L5 IT CTX Glut', '326 OPC NN', '030 L6 CT CTX Glut', '047 Sncg Gaba', '338 Lymphoid NN']	[36.67, 38.63, 41.68, 50.92, 50.95, 72.0]
9	['032 L5 NP CTX Glut']	[1.0]	032 L5 NP CTX Glut	030 L6 CT CTX Glut	False	['Nxph1', 'Grik1', 'Rasgrf2', 'Cpne7', 'Tafa1']	[25.059, 13.609, 4.88, 2.759, 3.339]	[10, 16, 8, 2, 1, 3]	['052 Pvalb Gaba', '025 CA2-FC-IG Glut', '335 BAM NN', '326 OPC NN', '338 Lymphoid NN', '331 Peri NN']	[36.88, 40.71, 41.18, 42.19, 50.92, 50.92]
20	['053 Sst Gaba']	[1.0]	053 Sst Gaba	336 Monocytes NN	False	['Nxph1', 'Crhbp', 'Sst', 'Gad1', 'Pde1a']	[22.43, 14.39, 14.22, 12.539, 16.889]	[21, 19, 27, 13, 14, 28]	['006 L4/5 IT CTX Glut', '038 DG-PIR Ex IMN', '053 Sst Gaba', '056 Sst Chodl Gaba', '319 Astro-TE NN', '046 Vip Gaba']	[36.67, 37.11, 39.0, 41.68, 51.54, 51.54]
11	['053 Sst Gaba']	[1.0]	053 Sst Gaba	051 Pvalb chandelier Gaba	False	['Sst', 'Pde1a', 'Synpr', 'Pcp4', 'Ntng1']	[35.81, 30.54, 16.409, 11.17, 4.69]	[4, 12, 18, 10, 5, 19]	['053 Sst Gaba', '056 Sst Chodl Gaba', '031 CT SUB Glut', '046 Vip Gaba', '007 L2/3 IT CTX Glut', '331 Peri NN']	[36.22, 36.88, 37.36, 38.63, 51.54, 51.7]
15	['045 OB-STR-CTX Inh IMN', '038 DG-PIR Ex IMN']	[0.974, 0.026]	045 OB-STR-CTX Inh IMN	338 Lymphoid NN	False	['Sema5a', 'Thsd7a', 'Grik1', 'Slc6a1', 'Rab3c']	[6.23, 4.969, 6.84, 4.449, 5.099]	[22, 16, 8, 9, 23, 1]	['049 Lamp5 Gaba', '319 Astro-TE NN', '038 DG-PIR Ex IMN', '336 Monocytes NN', '332 SMC NN', '330 VLMC NN']	[36.01, 36.01, 39.0, 51.54, 55.46, 75.29]
9	['049 Lamp5 Gaba', '050 Lamp5 Lhx6 Gaba']	[0.905, 0.095]	049 Lamp5 Gaba	050 Lamp5 Lhx6 Gaba	False	['Nrgn', 'Tafa1', 'Synpr', 'Tshz2', 'Pcp4']	[27.899, 12.56, 4.099, 10.27, 5.75]	[16, 8, 2, 10, 1, 17]	['038 DG-PIR Ex IMN', '037 DG Glut', '032 L5 NP CTX Glut', '017 CA3 Glut', '047 Sncg Gaba', '045 OB-STR-CTX Inh IMN']	[36.0, 36.5, 37.11, 37.11, 51.26, 51.54]
17	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	045 OB-STR-CTX Inh IMN	False	['Nrgn', 'Enc1', 'Slc17a7', 'Neurod6', 'Cplx2']	[35.119, 12.069, 10.75, 4.17, 10.539]	[10, 18, 16, 24, 23, 25]	['017 CA3 Glut', '336 Monocytes NN', '038 DG-PIR Ex IMN', '030 L6 CT CTX Glut', '046 Vip Gaba', '036 HPF CR Glut']	[36.01, 36.01, 36.88, 36.88, 50.92, 51.39]
18	['338 Lymphoid NN', '336 Monocytes NN', '337 DC NN']	[0.776, 0.172, 0.052]	338 Lymphoid NN	336 Monocytes NN	False	['Zbtb20', 'Bcl11b', 'Rgs10', 'Plcxd2', 'Pcp4']	[14.64, 3.819, 2.94, 2.109, 5.11]	[17, 19, 25, 11, 10, 12]	['045 OB-STR-CTX Inh IMN', '338 Lymphoid NN', '036 HPF CR Glut', '333 Endo NN', '017 CA3 Glut', '051 Pvalb chandelier Gaba']	[36.01, 36.5, 36.5, 44.41, 50.95, 51.16]
3	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	319 Astro-TE NN	False	['Nrgn', 'Cplx2', 'Synpr', 'Cnr1', 'Pde1a']	[33.369, 11.85, 3.67, 4.75, 4.489]	[4, 10, 2, 11, 9, 1]	['017 CA3 Glut', '045 OB-STR-CTX Inh IMN', '053 Sst Gaba', '332 SMC NN', '335 BAM NN', '334 Microglia NN']	[36.0, 37.11, 37.36, 51.16, 52.8, 72.01]
9	['052 Pvalb Gaba']	[1.0]	052 Pvalb Gaba	335 BAM NN	False	['Nxph1', 'Sst', 'Slc6a1', 'Col25a1', 'Reln']	[20.819, 20.17, 17.549, 11.25, 8.93]	[16, 8, 10, 2, 15, 17]	['050 Lamp5 Lhx6 Gaba', '330 VLMC NN', '045 OB-STR-CTX Inh IMN', '053 Sst Gaba', '029 L6b CTX Glut', '052 Pvalb Gaba']	[36.67, 42.19, 42.72, 43.27, 50.91, 51.26]
12	['046 Vip Gaba']	[1.0]	046 Vip Gaba	338 Lymphoid NN	False	['Cnr1', 'Cck', 'Cadps2', 'Grik1', 'Rasgrf2']	[44.639, 18.85, 10.699, 11.479, 9.529]	[5, 19, 11, 13, 18, 4]	['048 RHP-COA Ndnf Gaba', '047 Sncg Gaba', '332 SMC NN', '327 Oligo NN', '333 Endo NN', '017 CA3 Glut']	[36.22, 37.11, 39.0, 41.68, 50.91, 51.88]
14	['031 CT SUB Glut', '030 L6 CT CTX Glut']	[0.998, 0.002]	031 CT SUB Glut	030 L6 CT CTX Glut	False	['Plp1', 'Synpr', 'Mobp', 'Zbtb20', 'C1ql3']	[68.889, 5.349, 8.739, 11.949, 2.92]	[21, 7, 13, 20, 6, 28]	['006 L4/5 IT CTX Glut', '037 DG Glut', '327 Oligo NN', '004 L6 IT CTX Glut', '005 L5 IT CTX Glut', '036 HPF CR Glut']	[36.67, 37.95, 38.27, 51.07, 51.7, 72.25]
20	['017 CA3 Glut']	[1.0]	017 CA3 Glut	004 L6 IT CTX Glut	False	['Plp1', 'Thsd7a', 'Kctd12', 'Slc6a1', 'Kcnk2']	[78.12, 6.32, 5.019, 6.269, 5.05]	[13, 21, 19, 27, 14, 28]	['327 Oligo NN', '006 L4/5 IT CTX Glut', '047 Sncg Gaba', '051 Pvalb chandelier Gaba', '030 L6 CT CTX Glut', '036 HPF CR Glut']	[37.11, 37.64, 41.68, 42.72, 51.07, 51.88]
26	['016 CA1-ProS Glut']	[1.0]	016 CA1-ProS Glut	038 DG-PIR Ex IMN	False	['Cck', 'Cadps2', 'Cnr1', 'Sv2b', 'Kctd12']	[25.54, 14.409, 36.49, 12.67, 8.789]	[33, 19, 27, 25, 18, 20]	['025 CA2-FC-IG Glut', '047 Sncg Gaba', '051 Pvalb chandelier Gaba', '022 L5 ET CTX Glut', '333 Endo NN', '004 L6 IT CTX Glut']	[36.0, 37.11, 37.64, 40.71, 50.91, 52.31]
31	['016 CA1-ProS Glut']	[1.0]	016 CA1-ProS Glut	337 DC NN	False	['Nos1', 'Tafa1', 'Nnat', 'Pde1a', 'Rab3c']	[13.869, 17.209, 14.13, 13.64, 12.39]	[38, 32, 30, 24, 25, 37]	['336 Monocytes NN', '329 ABC NN', '016 CA1-ProS Glut', '056 Sst Chodl Gaba', '022 L5 ET CTX Glut', '049 Lamp5 Gaba']	[36.12, 36.22, 36.35, 36.5, 51.0, 55.46]
5	['049 Lamp5 Gaba', '050 Lamp5 Lhx6 Gaba', '046 Vip Gaba']	[0.662, 0.337, 0.001]	049 Lamp5 Gaba	338 Lymphoid NN	False	['Gad2', 'Nos1', 'Reln', 'Grik1', 'Npy']	[19.37, 14.43, 14.199, 11.529, 11.3]	[6, 4, 12, 11, 13, 19]	['036 HPF CR Glut', '050 Lamp5 Lhx6 Gaba', '007 L2/3 IT CTX Glut', '056 Sst Chodl Gaba', '333 Endo NN', '332 SMC NN']	[39.0, 42.72, 49.52, 50.95, 56.72, 72.34]
10	['004 L6 IT CTX Glut']	[1.0]	004 L6 IT CTX Glut	029 L6b CTX Glut	False	['Npy', 'Nos1', 'Tafa1', 'Synpr', 'Ccn2']	[37.939, 34.65, 17.219, 7.8, 0.0]	[9, 11, 3, 17, 2, 18]	['017 CA3 Glut', '056 Sst Chodl Gaba', '031 CT SUB Glut', '336 Monocytes NN', '004 L6 IT CTX Glut', '051 Pvalb chandelier Gaba']	[36.22, 36.5, 37.64, 43.27, 51.88, 52.55]
14	['046 Vip Gaba']	[1.0]	046 Vip Gaba	331 Peri NN	False	['Cnr1', 'Synpr', 'Igfbp5', 'Col25a1', 'Rgs12']	[39.47, 11.609, 9.369, 8.3, 5.98]	[7, 13, 21, 6, 20, 28]	['048 RHP-COA Ndnf Gaba', '333 Endo NN', '329 ABC NN', '036 HPF CR Glut', '030 L6 CT CTX Glut', '046 Vip Gaba']	[36.22, 36.88, 40.25, 50.95, 53.07, 72.69]
17	['327 Oligo NN']	[1.0]	327 Oligo NN	336 Monocytes NN	False	['Plp1', 'Snca', 'Zbtb20', 'Qk', 'Synpr']	[178.94, 19.059, 23.159, 18.319, 4.57]	[16, 18, 10, 24, 23, 25]	['327 Oligo NN', '051 Pvalb chandelier Gaba', '029 L6b CTX Glut', '037 DG Glut', '005 L5 IT CTX Glut', '319 Astro-TE NN']	[36.0, 37.64, 43.27, 46.86, 52.8, 55.07]
19	['037 DG Glut']	[1.0]	037 DG Glut	332 SMC NN	False	['Snca', 'Pcp4', 'Nos1', 'Thsd7a', 'Nptx1']	[24.469, 19.37, 9.869, 17.329, 7.789]	[20, 26, 18, 12, 25, 11]	['030 L6 CT CTX Glut', '045 OB-STR-CTX Inh IMN', '051 Pvalb chandelier Gaba', '007 L2/3 IT CTX Glut', '319 Astro-TE NN', '056 Sst Chodl Gaba']	[36.35, 37.11, 38.63, 45.0, 51.07, 51.16]
